video_id,channel_id,channel_name,title,description,published_at,view_count,like_count,comment_count,has_transcript,transcript_word_count,title_clean,description_clean,pub_date,pub_date_norm,asx_return_T0,asx_return_T1,asx_return_T3,asx_close_T0
hkHxc3cqM6w,UCUTBGhs_c0RzjHHP2-ndhyQ,ETFadviser (Australia),Aussie Dividend Portfolio in Under 1 Minute #etf #investing #etfs #etf #asx #dividendstocks,"Challenge: Can I build a dividend focused portfolio in under 1 minute, using Australian listed ETFs? ETFs Mentioned: VHY ...",2025-05-30 00:30:36+00:00,8743,86,1,False,0,Aussie Dividend Portfolio in Under 1 Minute #etf #investing #etfs #etf #asx #dividendstocks,"Challenge: Can I build a dividend focused portfolio in under 1 minute, using Australian listed ETFs? ETFs Mentioned: VHY .",2025-05-30,2025-05-30,0.0029608779285235087,-0.0024423613715338632,0.00886999747747974,8434.7001953125
VzQev905J9k,UCUTBGhs_c0RzjHHP2-ndhyQ,ETFadviser (Australia),Don&#39;t Invest (so much) in Aussie Stocks #etf #etfs #investinginaustralia #stocks #investing #asx,"Australia is only 2% of the global stock markets, hence if you are only investing in Australia you are missing a world of ...",2025-05-28 01:11:13+00:00,2055,25,2,False,0,Don&#39;t Invest (so much) in Aussie Stocks #etf #etfs #investinginaustralia #stocks #investing #asx,"Australia is only 2% of the global stock markets, hence if you are only investing in Australia you are missing a world of .",2025-05-28,2025-05-28,-0.0012725652085132655,0.001536211394969289,-0.0024423613715338632,8396.900390625
mkkoeAG5aw4,UCO0akufu9MOzyz3nvGIXAAw,Sky News Australia,ASX 200 may finish first quarter of 2024 at record high,"The ASX 200 may finish off the week and this year's first quarter at a record high. Reportedly, the ASX 200 is about 20 points off its ...",2024-03-26 21:54:56+00:00,281,3,0,False,0,ASX 200 may finish first quarter of 2024 at record high,"The ASX 200 may finish off the week and this year's first quarter at a record high. Reportedly, the ASX 200 is about 20 points off its .",2024-03-26,2024-03-26,-0.004057874195461664,0.005064124489686961,-0.0011396877396570027,7780.2001953125
379WfNXDl1Y,UC_EUMYOQE5X76O0WghEMh4Q,ASX,A new approach to investment gearing | ASX Investor Day November 2024,Financial leveraging or gearing - which is the concept of borrowing funds to invest - is a powerful tool that investors can use to ...,2024-12-09 22:35:07+00:00,256,3,0,False,0,A new approach to investment gearing | ASX Investor Day November 2024,Financial leveraging or gearing - which is the concept of borrowing funds to invest - is a powerful tool that investors can use to .,2024-12-09,2024-12-09,0.0002493331208783811,-0.0035616763623411707,-0.002789193374955534,8423.0
D30LHYticD4,UC_EUMYOQE5X76O0WghEMh4Q,ASX,Getting savvy with SMSFs | ASX Investor Day November 2024,"For the more demanding investor, self-managed super funds are a great way to take control of your superannuation. With their ...",2024-12-05 05:43:55+00:00,294,0,0,False,0,Getting savvy with SMSFs | ASX Investor Day November 2024,"For the more demanding investor, self-managed super funds are a great way to take control of your superannuation. With their .",2024-12-05,2024-12-05,0.0014535464062808146,-0.006371756305211029,-0.0035616763623411707,8474.900390625
gxhl1UOo5uc,UCdLzNzag8APY4tx6GHYN2Lg,Livewire Markets,Why #ASX cyclical #stocks will struggle in 2024,"2024 will be a tale of two halves for #earnings, says WaveStone Capital's Raaz Bhuyan. But which companies will struggle the ...",2024-01-16 02:51:54+00:00,1161,4,0,False,0,Why #ASX cyclical #stocks will struggle in 2024,"2024 will be a tale of two halves for #earnings, says WaveStone Capital's Raaz Bhuyan. But which companies will struggle the .",2024-01-16,2024-01-16,-0.010872030484831652,-0.002926539839623432,0.010168133847750616,7414.7998046875
n_6OH0sOdU8,UCXZlK6gSJ_kXhDQpZa_LQtQ,Wealth Within,The Hottest ASX Dividend Stocks to Buy in 2026,It's that time of year again where we bring you the hottest ASX dividend stocks for 2026. If you want to earn more income in 2026 ...,2025-12-16 08:01:05+00:00,10940,192,36,False,0,The Hottest ASX Dividend Stocks to Buy in 2026,It's that time of year again where we bring you the hottest ASX dividend stocks for 2026. If you want to earn more income in 2026 .,2025-12-16,2025-12-16,-0.004180614866821086,-0.0015932496819519582,0.003865791965425025,8598.900390625
J9fOqqkxLAI,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),Signs of a bubble emerging in ASX  | The Business | ABC NEWS,The Australian share market has been repeatedly breaking record highs in recent weeks. It has seen the benchmark index push ...,2025-08-25 10:15:01+00:00,83504,489,0,False,0,Signs of a bubble emerging in ASX | The Business | ABC NEWS,The Australian share market has been repeatedly breaking record highs in recent weeks. It has seen the benchmark index push .,2025-08-25,2025-08-25,0.0005575751926085726,-0.004101553614175746,0.002176217844986228,8972.400390625
Z_0argBYMlI,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),Mining stocks the top performers of ASX200 in 2025 amid rising gold prices | ABC NEWS,"Gemma Dale, Director of Investor Behaviour at NAB, discusses the top and bottom performers of the share market in 2025.",2025-12-31 02:59:44+00:00,8465,62,0,False,0,Mining stocks the top performers of ASX200 in 2025 amid rising gold prices | ABC NEWS,"Gemma Dale, Director of Investor Behaviour at NAB, discusses the top and bottom performers of the share market in 2025.",2025-12-31,2025-12-31,-0.0003211853498253925,,,8714.2998046875
nn7agsAvm7I,UCXZlK6gSJ_kXhDQpZa_LQtQ,Wealth Within,ASX Copper Stocks are on Fire Right Now. 3 Stocks to Buy ASAP,"The big question heading into 2026 is, could copper become the trade of the year? Copper prices are pushing higher, and we are ...",2025-12-15 06:30:35+00:00,12778,213,28,False,0,ASX Copper Stocks are on Fire Right Now. 3 Stocks to Buy ASAP,"The big question heading into 2026 is, could copper become the trade of the year? Copper prices are pushing higher, and we are .",2025-12-15,2025-12-15,-0.007163120288658176,-0.004180614866821086,0.0003494385607498707,8635.0
pVbjFOtErCE,UC8Txcdlh-JW_QdCyuqE5leQ,Brent Coleman,Top 14 Australian Dividend Stocks In 2025,"If you want to give Stockopedia a try, use my link to get a 14 day free trial and 25% off any annual plans ...",2025-11-18 03:00:58+00:00,6914,237,23,False,0,Top 14 Australian Dividend Stocks In 2025,"If you want to give Stockopedia a try, use my link to get a 14 day free trial and 25% off any annual plans .",2025-11-18,2025-11-18,-0.019371586967136034,-0.002503125447542609,-0.015924818151248576,8469.099609375
vtsNjFSHe2k,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,My Investing Plan for 2025 (Where To Invest in Australia),"In this video, I'm going to share my investing plan for 2025 and the 6 places I plan to invest my money to maximise my returns.",2025-01-07 08:43:32+00:00,80290,2268,540,False,0,My Investing Plan for 2025 (Where To Invest in Australia),"In this video, I'm going to share my investing plan for 2025 and the 6 places I plan to invest my money to maximise my returns.",2025-01-07,2025-01-07,-0.00041025404174455105,0.007724710989301942,-0.00421416043730749,8285.099609375
Y6Sz_K_Q424,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,The Best Tech ETF on the ASX 2026? (NDQ ETF Review),"In this video, I'm going to provide a full review on NDQ which is a very popular Tech ETF listed on the ASX.",2025-07-23 08:00:48+00:00,15921,390,69,False,0,The Best Tech ETF on the ASX 2026? (NDQ ETF Review),"In this video, I'm going to provide a full review on NDQ which is a very popular Tech ETF listed on the ASX.",2025-07-23,2025-07-23,0.006914672780329756,-0.0031817749469005285,0.003553727780328142,8737.2001953125
LHgohQtgyfk,UCwL7GQcddxOZFeC2v8qdWoA,Tracey Edwards,The 5 Best Dividend Stocks To Buy in 2025 (Australia),"Here are my picks for the best dividend stocks from the Australian Stock Exchange for 2025. All of these have high yields, ...",2025-02-07 04:40:16+00:00,27884,647,77,False,0,The 5 Best Dividend Stocks To Buy in 2025 (Australia),"Here are my picks for the best dividend stocks from the Australian Stock Exchange for 2025. All of these have high yields, .",2025-02-07,2025-02-07,-0.0010914366747248883,-0.0033602679494437737,0.006046653074905706,8511.400390625
0_huiwvcAMk,UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),Why billions was wiped off the ASX in a single day | The Business | ABC NEWS,The share market has had it sharpest fall since the fallout from Donald Trump's so-called Liberation Day tariffs. $59 billion has ...,2025-11-18 08:00:01+00:00,87546,566,0,False,0,Why billions was wiped off the ASX in a single day | The Business | ABC NEWS,The share market has had it sharpest fall since the fallout from Donald Trump's so-called Liberation Day tariffs. $59 billion has .,2025-11-18,2025-11-18,-0.019371586967136034,-0.002503125447542609,-0.015924818151248576,8469.099609375
r8YmnatIEfI,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Top 4 ASX Small Cap Stocks to Buy in November 2025,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-10-30 08:51:42+00:00,688,9,1,False,0,Top 4 ASX Small Cap Stocks to Buy in November 2025,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-10-30,2025-10-30,-0.004559632813733394,-0.00040511050306679675,-0.009117643022416466,8885.5
A-HxN3d-Og0,UC8Txcdlh-JW_QdCyuqE5leQ,Brent Coleman,Top 7 Dividend ETFs in Australia for 2026 - Are Your ETFs On The List?,BLACK FRIDAY SALE! 60% off + 15% EXTRA on top of that for my viewers on InvestingPro and InvestingPro+ for a limited time.,2025-11-27 03:00:10+00:00,20729,459,20,False,0,Top 7 Dividend ETFs in Australia for 2026 - Are Your ETFs On The List?,BLACK FRIDAY SALE! 60% off + 15% EXTRA on top of that for my viewers on InvestingPro and InvestingPro+ for a limited time.,2025-11-27,2025-11-27,0.0014756515787486268,-0.0005917702132355318,0.0016928967997660305,8619.2001953125
TME3WtFwN7c,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,Simple 2 Fund Investment Portfolio for Australians in 2026 - VAS + VGS,"In this video, I will show a simple two-fund portfolio that any Australian investor including yourself can easily set up to grow your ...",2024-08-28 09:50:48+00:00,380205,4236,584,False,0,Simple 2 Fund Investment Portfolio for Australians in 2026 - VAS + VGS,"In this video, I will show a simple two-fund portfolio that any Australian investor including yourself can easily set up to grow your .",2024-08-28,2024-08-28,2.4743164141360907e-05,-0.003258394455200153,0.002224446695736626,8071.39990234375
bcYeKXehuMA,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,5 Best Dividend ETFs in Australia 2026 (High Yield),"In this video, I'm going to show you 5 popular high yield Dividend ETFs in Australia and how they compare against each other.",2025-06-17 09:00:53+00:00,161422,1784,114,False,0,5 Best Dividend ETFs in Australia 2026 (High Yield),"In this video, I'm going to show you 5 popular high yield Dividend ETFs in Australia and how they compare against each other.",2025-06-17,2025-06-17,-0.0008306332896254043,-0.001182444078295597,-0.0021352458316763467,8541.2998046875
Xg8qykyFfdo,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,Top 12 Vanguard ETFs in Australia 2026 (Beginner&#39;s Guide),"In this video, I'm going to show you 12 of the most popular Vanguard ETFs in Australia. Welcome to the ultimate Vanguard ETF ...",2024-04-26 09:38:03+00:00,213927,4426,473,False,0,Top 12 Vanguard ETFs in Australia 2026 (Beginner&#39;s Guide),"In this video, I'm going to show you 12 of the most popular Vanguard ETFs in Australia. Welcome to the ultimate Vanguard ETF .",2024-04-26,2024-04-26,-0.013939879950052081,0.008117847489111263,-0.012291096686133707,7575.89990234375
ogFq8iP6lAU,UCXZlK6gSJ_kXhDQpZa_LQtQ,Wealth Within,Top 3 ASX Stocks to Boom in November: Don&#39;t Wait Buy Now,"November has begun, and three ASX stocks have already made major announcements that could make their share prices ...",2025-11-03 06:30:34+00:00,9063,143,22,False,0,Top 3 ASX Stocks to Boom in November: Don&#39;t Wait Buy Now,"November has begun, and three ASX stocks have already made major announcements that could make their share prices .",2025-11-03,2025-11-03,0.0014523259094545438,-0.009117643022416466,0.003385571993580916,8894.7998046875
wazFrmcLinI,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Top 10 ASX Dividend Stocks FY 2026 #veye #dividendinvesting,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-07-28 08:20:08+00:00,875,11,0,False,0,Top 10 ASX Dividend Stocks FY 2026 #veye #dividendinvesting,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-07-28,2025-07-28,0.003553727780328142,0.0007932457899868517,-0.0015532165422748045,8697.7001953125
nNJhIOl_Rio,UC6_HYRP3E1KpJVg3ra7p3gQ,Bryan Invest,The BEST All in One ETF in Australia? (VDHG ETF Review),"In this video, I'm going to provide a full review on VDHG which is a popular all in one ETF listed on the ASX.",2025-10-03 08:01:04+00:00,22852,502,78,False,0,The BEST All in One ETF in Australia? (VDHG ETF Review),"In this video, I'm going to provide a full review on VDHG which is a popular all in one ETF listed on the ASX.",2025-10-03,2025-10-03,0.004638996432767106,-0.0006676012794821773,-0.0010271743829403102,8987.400390625
sDjwp6KqdqY,UC9zht-CIH1GqiO8dJ7BRRGQ,Morningstar Australia,Top ASX Stocks for 2025 Outlook - Where Value Still Exists on the ASX,"2024 was a landmark year for markets, with AI innovations, the U.S. elections, and China's economic struggles shaping investor ...",2025-01-09 06:39:04+00:00,4941,43,1,False,0,Top ASX Stocks for 2025 Outlook - Where Value Still Exists on the ASX,"2024 was a landmark year for markets, with AI innovations, the U.S. elections, and China's economic struggles shaping investor .",2025-01-09,2025-01-09,-0.002383420367886746,-0.00421416043730749,0.004773019460975414,8329.2001953125
Q423ewkdsUg,UC9HnXavh2BIj5VQctuhArjQ,Veye Australia,Top 5 ASX Mining Stocks for November 2025           #asx #miningstocks #mining,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity ...",2025-10-25 03:54:08+00:00,1330,5,0,False,0,Top 5 ASX Mining Stocks for November 2025 #asx #miningstocks #mining,"About Veye | Daily Stock Market Analysis & Premium Reports Welcome to Veye, Australia's trusted source for independent equity .",2025-10-25,2025-10-25,,0.004058056256236897,-0.009575567787794781,
UL7xaVYoK8Q,UCUTBGhs_c0RzjHHP2-ndhyQ,ETFadviser (Australia),Best Aussie ETFs in 2025 (so far) #etf #etfstobuy #etfinvesting #investinginaustralia,"Some people think you can't make money in ETF's, but I think the performance figures so far in 2025 prove them wrong. Here are ...",2025-05-27 03:20:02+00:00,5927,63,4,False,0,Best Aussie ETFs in 2025 (so far) #etf #etfstobuy #etfinvesting #investinginaustralia,"Some people think you can't make money in ETF's, but I think the performance figures so far in 2025 prove them wrong. Here are .",2025-05-27,2025-05-27,0.005573449273412301,-0.0012725652085132655,0.0029608779285235087,8407.599609375
J8V5V0eJJ2A,UCUTBGhs_c0RzjHHP2-ndhyQ,ETFadviser (Australia),Investing Lessons: Base &amp; Trend #investment #etf #investing #etfs,Ever wondered how stocks move? Well wonder no more. Stocks move in a base and trend pattern. Here are 6 ASX listed ETF's as ...,2025-06-05 23:08:48+00:00,269,1,0,False,0,Investing Lessons: Base &amp; Trend #investment #etf #investing #etfs,Ever wondered how stocks move? Well wonder no more. Stocks move in a base and trend pattern. Here are 6 ASX listed ETF's as .,2025-06-05,2025-06-05,-0.00033943830677329867,-0.0027170003456149505,0.0005705484850784259,8538.900390625
